Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Percent Change,Close_MA_3,Close_STD_3,Volume_MA_3,Volume_Spike,Down_Trend,Consecutive_Drops,Trust Score
2024-02-06 09:30:00-05:00,145.96,146.74,145.11,145.35,4566873.0,0.0,0.0,,,,,0.0,0.0,,10.0
2024-02-06 10:30:00-05:00,145.34,146.07,145.24,145.9,2746990.0,0.0,0.0,0.38,,,,0.0,0.0,,10.0
2024-02-06 11:30:00-05:00,145.9,146.15,145.21,145.42,2349067.0,0.0,0.0,-0.33,145.56,0.3,3220976.67,0.0,1.0,1.0,10.0
2024-02-06 12:30:00-05:00,145.43,145.45,144.81,145.23,1696598.0,0.0,0.0,-0.13,145.52,0.35,2264218.33,0.0,1.0,2.0,10.0
2024-02-06 13:30:00-05:00,145.24,145.35,144.52,144.79,1920111.0,0.0,0.0,-0.3,145.15,0.32,1988592.0,0.0,1.0,3.0,8.0
2024-02-06 14:30:00-05:00,144.79,145.19,144.66,145.06,1986157.0,0.0,0.0,0.19,145.03,0.22,1867622.0,0.0,0.0,2.0,10.0
2024-02-06 15:30:00-05:00,145.06,145.47,144.68,145.45,2290712.0,0.0,0.0,0.27,145.1,0.33,2065660.0,0.0,0.0,1.0,10.0
2024-02-07 09:30:00-05:00,146.12,146.5,145.21,146.46,4657268.0,0.0,0.0,0.69,145.65,0.72,2978045.67,0.0,0.0,0.0,10.0
2024-02-07 10:30:00-05:00,146.46,146.51,145.75,145.91,2165979.0,0.0,0.0,-0.37,145.94,0.5,3037986.33,0.0,1.0,1.0,10.0
2024-02-07 11:30:00-05:00,145.91,146.67,145.76,146.42,2457543.0,0.0,0.0,0.35,146.26,0.31,3093596.67,0.0,0.0,1.0,10.0
2024-02-07 12:30:00-05:00,146.43,146.54,145.99,146.54,1704395.0,0.0,0.0,0.08,146.29,0.33,2109305.67,0.0,0.0,1.0,10.0
2024-02-07 13:30:00-05:00,146.54,146.82,146.35,146.73,1685091.0,0.0,0.0,0.13,146.56,0.16,1949009.67,0.0,0.0,0.0,10.0
