Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Percent Change,Close_MA_3,Close_STD_3,Volume_MA_3,Volume_Spike,Down_Trend,Consecutive_Drops,Trust Score
2025-01-27 00:00:00-05:00,219.26,221.34,216.94,221.17,4898400.0,0.0,0.0,,,,,0.0,0.0,,10.0
2025-01-28 00:00:00-05:00,221.36,222.79,218.85,222.68,4485400.0,0.0,0.0,0.68,,,,0.0,0.0,,10.0
2025-01-29 00:00:00-05:00,222.65,226.44,220.78,225.62,7079800.0,0.0,0.0,1.32,223.16,2.26,5487866.67,0.0,0.0,0.0,9.0
2025-01-30 00:00:00-05:00,246.7,258.35,243.75,254.86,15381900.0,0.0,0.0,12.96,234.39,17.79,8982366.67,0.0,0.0,0.0,7.0
2025-01-31 00:00:00-05:00,252.67,253.85,248.57,252.33,7199800.0,0.0,0.0,-1.0,244.27,16.2,9887166.67,0.0,1.0,1.0,8.0
2025-02-03 00:00:00-05:00,249.07,258.6,248.52,257.29,8408500.0,0.0,0.0,1.97,254.83,2.48,10330066.67,0.0,0.0,1.0,9.0
2025-02-04 00:00:00-05:00,256.57,261.75,254.72,260.97,6077700.0,0.0,0.0,1.43,256.86,4.34,7228666.67,0.0,0.0,1.0,7.0
2025-02-05 00:00:00-05:00,262.21,262.22,257.74,259.83,6165100.0,0.0,0.0,-0.44,259.36,1.88,6883766.67,0.0,1.0,1.0,10.0
2025-02-06 00:00:00-05:00,259.51,259.91,249.4,250.1,6128300.0,0.0,0.0,-3.74,256.97,5.98,6123700.0,0.0,1.0,2.0,7.0
2025-02-07 00:00:00-05:00,251.91,253.54,248.7,249.01,3370300.0,0.0,0.0,-0.43,252.98,5.96,5221233.33,0.0,1.0,3.0,6.0
2025-02-10 00:00:00-05:00,249.2,250.28,245.24,247.62,3564400.0,1.67,0.0,-0.56,248.91,1.24,4354333.33,0.0,1.0,3.0,8.0
2025-02-11 00:00:00-05:00,249.44,255.05,248.92,253.02,4801600.0,0.0,0.0,2.18,249.88,2.8,3912100.0,0.0,0.0,2.0,9.0
2025-02-12 00:00:00-05:00,251.05,254.71,250.35,254.12,3075300.0,0.0,0.0,0.44,251.59,3.48,3813766.67,0.0,0.0,1.0,8.0
2025-02-13 00:00:00-05:00,253.97,257.57,252.73,257.48,4531500.0,0.0,0.0,1.32,254.87,2.32,4136133.33,0.0,0.0,0.0,9.0
2025-02-14 00:00:00-05:00,257.29,260.21,256.21,259.55,3925300.0,0.0,0.0,0.81,257.05,2.74,3844033.33,0.0,0.0,0.0,10.0
2025-02-18 00:00:00-05:00,260.2,262.22,258.11,261.33,4262800.0,0.0,0.0,0.69,259.45,1.93,4239866.67,0.0,0.0,0.0,10.0
2025-02-19 00:00:00-05:00,260.27,262.61,258.37,262.57,3718700.0,0.0,0.0,0.48,261.15,1.52,3968933.33,0.0,0.0,0.0,10.0
2025-02-20 00:00:00-05:00,261.91,263.34,260.42,262.99,4884800.0,0.0,0.0,0.16,262.3,0.86,4288766.67,0.0,0.0,0.0,10.0
2025-02-21 00:00:00-05:00,262.11,263.08,259.37,259.75,5667900.0,0.0,0.0,-1.23,261.77,1.76,4757133.33,0.0,1.0,1.0,9.0
2025-02-24 00:00:00-05:00,259.77,262.11,257.86,260.14,4398100.0,0.0,0.0,0.15,260.96,1.77,4983600.0,0.0,0.0,1.0,10.0
2025-02-25 00:00:00-05:00,259.35,261.74,255.07,256.05,6292200.0,0.0,0.0,-1.57,258.65,2.26,5452733.33,0.0,1.0,2.0,9.0
2025-02-26 00:00:00-05:00,256.39,256.62,252.73,254.15,3460100.0,0.0,0.0,-0.74,256.78,3.06,4716800.0,0.0,1.0,2.0,8.0
2025-02-27 00:00:00-05:00,253.53,255.93,251.38,251.56,3402200.0,0.0,0.0,-1.02,253.92,2.25,4384833.33,0.0,1.0,3.0,7.0
2025-02-28 00:00:00-05:00,249.2,251.14,244.91,250.77,7988800.0,0.0,0.0,-0.31,252.16,1.77,4950366.67,0.0,1.0,3.0,8.0
2025-03-03 00:00:00-05:00,253.06,254.3,246.61,248.54,2977700.0,0.0,0.0,-0.89,250.29,1.57,4789566.67,0.0,1.0,3.0,8.0
2025-03-04 00:00:00-05:00,247.11,253.79,246.46,251.54,5342100.0,0.0,0.0,1.21,250.28,1.56,5436200.0,0.0,0.0,2.0,9.0
2025-03-05 00:00:00-05:00,249.92,251.07,245.38,249.69,4009800.0,0.0,0.0,-0.73,249.92,1.51,4109866.67,0.0,1.0,2.0,10.0
