Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Percent Change,Close_MA_3,Close_STD_3,Volume_MA_3,Volume_Spike,Down_Trend,Consecutive_Drops,Trust Score
2024-02-06 09:30:00-05:00,405.88,407.97,403.56,404.58,4453327.0,0.0,0.0,,,,,0.0,0.0,,10.0
2024-02-06 10:30:00-05:00,404.56,405.16,403.95,404.13,2198861.0,0.0,0.0,-0.11,,,,0.0,1.0,,10.0
2024-02-06 11:30:00-05:00,404.12,405.01,403.22,404.13,2057816.0,0.0,0.0,0.0,404.28,0.26,2903334.67,0.0,0.0,1.0,10.0
2024-02-06 12:30:00-05:00,404.14,404.61,403.55,404.33,1383035.0,0.0,0.0,0.05,404.2,0.12,1879904.0,0.0,0.0,1.0,10.0
2024-02-06 13:30:00-05:00,404.37,404.81,402.91,403.47,1558548.0,0.0,0.0,-0.21,403.98,0.45,1666466.33,0.0,1.0,1.0,10.0
2024-02-06 14:30:00-05:00,403.48,404.6,403.26,404.43,1403323.0,0.0,0.0,0.24,404.08,0.53,1448302.0,0.0,0.0,1.0,10.0
2024-02-06 15:30:00-05:00,404.44,405.61,403.32,405.47,1887933.0,0.0,0.0,0.26,404.46,1.0,1616601.33,0.0,0.0,1.0,10.0
2024-02-07 09:30:00-05:00,407.44,411.96,407.4,411.94,5999588.0,0.0,0.0,1.6,407.28,4.07,3096948.0,0.0,0.0,0.0,7.0
2024-02-07 10:30:00-05:00,411.97,412.43,410.7,411.45,2149153.0,0.0,0.0,-0.12,409.62,3.6,3345558.0,0.0,1.0,1.0,8.0
2024-02-07 11:30:00-05:00,411.46,412.4,411.02,411.83,1492374.0,0.0,0.0,0.09,411.74,0.26,3213705.0,0.0,0.0,1.0,10.0
2024-02-07 12:30:00-05:00,411.81,412.66,411.18,412.57,1169963.0,0.0,0.0,0.18,411.95,0.57,1603830.0,0.0,0.0,1.0,10.0
2024-02-07 13:30:00-05:00,412.6,413.16,412.13,412.58,1419629.0,0.0,0.0,0.0,412.33,0.43,1360655.33,0.0,0.0,0.0,10.0
2024-02-07 14:30:00-05:00,412.61,413.3,412.42,413.02,1512620.0,0.0,0.0,0.11,412.72,0.26,1367404.0,0.0,0.0,0.0,10.0
2024-02-07 15:30:00-05:00,413.03,414.3,412.8,414.06,3053089.0,0.0,0.0,0.25,413.22,0.76,1995112.67,0.0,0.0,0.0,10.0
2024-02-08 09:30:00-05:00,414.05,415.56,413.1,413.67,4510902.0,0.0,0.0,-0.09,413.58,0.53,3025537.0,0.0,1.0,1.0,10.0
2024-02-08 10:30:00-05:00,413.7,414.9,412.61,412.7,3533436.0,0.0,0.0,-0.24,413.48,0.7,3699142.33,0.0,1.0,2.0,10.0
2024-02-08 11:30:00-05:00,412.68,413.46,412.65,413.21,1361695.0,0.0,0.0,0.12,413.2,0.49,3135344.33,0.0,0.0,2.0,10.0
2024-02-08 12:30:00-05:00,413.2,413.97,412.76,413.81,1116113.0,0.0,0.0,0.15,413.24,0.56,2003748.0,0.0,0.0,1.0,10.0
2024-02-08 13:30:00-05:00,413.82,414.14,412.53,412.85,1143247.0,0.0,0.0,-0.23,413.29,0.49,1207018.33,0.0,1.0,1.0,10.0
2024-02-08 14:30:00-05:00,412.86,414.02,412.68,413.88,1304646.0,0.0,0.0,0.25,413.51,0.58,1188002.0,0.0,0.0,1.0,10.0
2024-02-08 15:30:00-05:00,413.9,414.25,413.3,414.15,1756112.0,0.0,0.0,0.07,413.62,0.69,1401335.0,0.0,0.0,1.0,10.0
2024-02-09 09:30:00-05:00,415.25,418.84,415.09,418.84,6677952.0,0.0,0.0,1.13,415.62,2.79,3246236.67,1.0,0.0,0.0,8.0
2024-02-09 10:30:00-05:00,418.85,420.39,418.3,419.78,3299794.0,0.0,0.0,0.23,417.59,3.02,3911286.0,0.0,0.0,0.0,8.0
2024-02-09 11:30:00-05:00,419.8,420.39,418.89,419.4,1922533.0,0.0,0.0,-0.09,419.34,0.47,3966759.67,0.0,1.0,1.0,10.0
2024-02-09 12:30:00-05:00,419.39,420.01,419.21,419.58,1380237.0,0.0,0.0,0.04,419.59,0.19,2200854.67,0.0,0.0,1.0,10.0
2024-02-09 13:30:00-05:00,419.58,420.24,419.3,420.1,1147707.0,0.0,0.0,0.13,419.69,0.36,1483492.33,0.0,0.0,1.0,10.0
2024-02-09 14:30:00-05:00,420.13,420.4,419.8,420.29,1564760.0,0.0,0.0,0.05,419.99,0.37,1364234.67,0.0,0.0,0.0,10.0
2024-02-09 15:30:00-05:00,420.27,420.82,419.98,420.59,1983033.0,0.0,0.0,0.07,420.33,0.25,1565166.67,0.0,0.0,0.0,10.0
2024-02-12 09:30:00-05:00,420.55,420.74,416.77,417.59,4403470.0,0.0,0.0,-0.71,419.49,1.65,2650421.0,0.0,1.0,1.0,10.0
2024-02-12 10:30:00-05:00,417.6,419.25,417.41,418.79,2200058.0,0.0,0.0,0.29,418.99,1.51,2862187.0,0.0,0.0,1.0,10.0
2024-02-12 11:30:00-05:00,418.81,419.69,418.27,418.64,1458993.0,0.0,0.0,-0.04,418.34,0.65,2687507.0,0.0,1.0,2.0,10.0
2024-02-12 12:30:00-05:00,418.64,419.18,418.17,418.27,1213441.0,0.0,0.0,-0.09,418.57,0.27,1624164.0,0.0,1.0,2.0,10.0
2024-02-12 13:30:00-05:00,418.28,418.33,415.56,416.2,1996633.0,0.0,0.0,-0.49,417.7,1.31,1556355.67,0.0,1.0,3.0,8.0
2024-02-12 14:30:00-05:00,416.17,416.26,414.83,415.7,1666019.0,0.0,0.0,-0.12,416.72,1.36,1625364.33,0.0,1.0,3.0,8.0
2024-02-12 15:30:00-05:00,415.71,415.85,414.75,415.25,2328936.0,0.0,0.0,-0.11,415.72,0.48,1997196.0,0.0,1.0,3.0,8.0
2024-02-13 09:30:00-05:00,404.94,408.93,403.39,408.91,7485923.0,0.0,0.0,-1.53,413.29,3.8,3826959.33,0.0,1.0,3.0,5.0
