Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Percent Change,Close_MA_3,Close_STD_3,Volume_MA_3,Volume_Spike,Down_Trend,Consecutive_Drops,Trust Score
2025-01-27 00:00:00-05:00,167.94,171.54,151.79,157.38,42201600.0,0.0,0.0,,,,,0.0,0.0,,10.0
2025-01-28 00:00:00-05:00,162.06,164.89,155.86,163.07,20319300.0,0.0,0.0,3.61,,,,0.0,0.0,,9.0
2025-01-29 00:00:00-05:00,163.1,163.1,159.1,161.1,9866600.0,0.0,0.0,-1.21,160.51,2.89,24129166.67,0.0,1.0,1.0,9.0
2025-01-30 00:00:00-05:00,163.84,170.51,163.17,169.41,14981700.0,0.0,0.0,5.16,164.52,4.34,15055866.67,0.0,0.0,1.0,7.0
2025-01-31 00:00:00-05:00,169.44,172.02,168.17,169.09,8704600.0,0.0,0.0,-0.19,166.53,4.71,11184300.0,0.0,1.0,2.0,8.0
2025-02-03 00:00:00-05:00,162.27,168.93,162.27,167.64,8250600.0,0.0,0.0,-0.86,168.71,0.94,10645633.33,0.0,1.0,2.0,10.0
2025-02-04 00:00:00-05:00,169.43,169.43,165.4,166.93,6777000.0,0.0,0.0,-0.42,167.89,1.1,7910733.33,0.0,1.0,3.0,8.0
2025-02-05 00:00:00-05:00,168.03,170.91,167.56,170.68,7866700.0,0.0,0.0,2.25,168.42,1.99,7631433.33,0.0,0.0,2.0,9.0
2025-02-06 00:00:00-05:00,172.02,174.65,170.59,171.37,7036900.0,0.0,0.0,0.4,169.66,2.39,7226866.67,0.0,0.0,1.0,10.0
2025-02-07 00:00:00-05:00,174.0,176.38,172.19,173.47,9991300.0,0.0,0.0,1.22,171.84,1.45,8298300.0,0.0,0.0,0.0,9.0
2025-02-10 00:00:00-05:00,175.0,178.97,173.92,177.9,7625900.0,0.0,0.0,2.56,174.25,3.34,8218033.33,0.0,0.0,0.0,7.0
2025-02-11 00:00:00-05:00,176.61,178.1,175.45,176.18,6528800.0,0.0,0.0,-0.97,175.85,2.24,8048666.67,0.0,1.0,1.0,10.0
2025-02-12 00:00:00-05:00,173.89,173.89,169.74,171.24,7454800.0,0.0,0.0,-2.8,175.11,3.46,7203166.67,0.0,1.0,2.0,7.0
2025-02-13 00:00:00-05:00,172.02,173.39,171.12,172.87,6421700.0,0.0,0.0,0.95,173.43,2.52,6801766.67,0.0,0.0,2.0,10.0
2025-02-14 00:00:00-05:00,173.26,174.03,171.83,173.17,7260900.0,0.0,0.0,0.17,172.43,1.04,7045800.0,0.0,0.0,1.0,10.0
2025-02-18 00:00:00-05:00,175.74,181.2,175.09,178.78,11430500.0,0.0,0.0,3.24,174.94,3.33,8371033.33,0.0,0.0,0.0,7.0
2025-02-19 00:00:00-05:00,177.56,180.65,174.7,180.49,8688500.0,0.0,0.0,0.96,177.48,3.83,9126633.33,0.0,0.0,0.0,8.0
2025-02-20 00:00:00-05:00,178.79,179.24,173.44,175.0,8737000.0,0.0,0.0,-3.04,178.09,2.81,9618666.67,0.0,1.0,1.0,9.0
2025-02-21 00:00:00-05:00,175.12,175.87,166.6,166.85,9713900.0,0.0,0.0,-4.65,174.11,6.86,9046466.67,0.0,1.0,2.0,7.0
2025-02-24 00:00:00-05:00,172.58,173.18,163.72,168.99,10639100.0,0.0,0.0,1.28,170.28,4.22,9696666.67,0.0,0.0,2.0,7.0
2025-02-25 00:00:00-05:00,168.33,169.63,163.5,167.58,8316100.0,0.0,0.0,-0.84,167.81,1.09,9556366.67,0.0,1.0,2.0,10.0
2025-02-26 00:00:00-05:00,170.01,172.88,168.17,171.49,6915100.0,0.0,0.0,2.33,169.35,1.98,8623433.33,0.0,0.0,1.0,9.0
2025-02-27 00:00:00-05:00,172.02,173.86,163.64,163.82,7436800.0,0.0,0.0,-4.47,167.63,3.83,7556000.0,0.0,1.0,2.0,7.0
2025-02-28 00:00:00-05:00,162.18,165.2,159.89,165.11,12843300.0,0.0,0.0,0.79,166.81,4.1,9065066.67,0.0,0.0,1.0,8.0
2025-03-03 00:00:00-05:00,166.0,166.17,160.21,161.1,8081800.0,0.0,0.0,-2.43,163.34,2.05,9453966.67,0.0,1.0,2.0,9.0
2025-03-04 00:00:00-05:00,158.31,158.85,152.65,156.57,13171900.0,0.0,0.0,-2.81,160.93,4.27,11365666.67,0.0,1.0,2.0,7.0
2025-03-05 00:00:00-05:00,157.16,161.57,156.16,160.64,7141000.0,0.0,0.0,2.6,159.44,2.49,9464900.0,0.0,0.0,2.0,9.0
2025-03-06 00:00:00-05:00,156.27,156.27,148.88,150.08,12321200.0,0.0,0.0,-6.57,155.76,5.33,10878033.33,0.0,1.0,2.0,7.0
2025-03-07 00:00:00-05:00,149.76,155.59,147.65,154.28,12646500.0,0.0,0.0,2.8,155.0,5.32,10702900.0,0.0,0.0,1.0,7.0
2025-03-10 00:00:00-04:00,149.67,151.65,145.96,147.94,21486100.0,0.0,0.0,-4.11,150.77,3.22,15484600.0,0.0,1.0,2.0,7.0
2025-03-11 00:00:00-04:00,142.6,144.95,136.92,143.36,27200200.0,0.0,0.0,-3.1,148.53,5.48,20444266.67,0.0,1.0,2.0,7.0
2025-03-12 00:00:00-04:00,145.4,151.36,144.18,150.03,15373900.0,0.0,0.0,4.65,147.11,3.41,21353400.0,0.0,0.0,2.0,7.0
2025-03-13 00:00:00-04:00,148.94,149.32,144.65,146.82,14187700.0,0.0,0.0,-2.14,146.74,3.34,18920600.0,0.0,1.0,2.0,7.0
2025-03-14 00:00:00-04:00,148.07,150.02,147.04,148.42,9330000.0,0.0,0.0,1.09,148.42,1.61,12963866.67,0.0,0.0,1.0,9.0
2025-03-17 00:00:00-04:00,149.54,154.86,149.54,153.13,9885000.0,0.0,0.0,3.18,149.46,3.28,11134233.33,0.0,0.0,1.0,7.0
2025-03-18 00:00:00-04:00,151.5,151.55,147.78,148.6,9402500.0,0.0,0.0,-2.96,150.05,2.67,9539166.67,0.0,1.0,1.0,9.0
2025-03-19 00:00:00-04:00,149.21,153.19,149.15,151.58,6909500.0,0.0,0.0,2.01,151.1,2.3,8732333.33,0.0,0.0,1.0,9.0
2025-03-20 00:00:00-04:00,150.72,153.61,149.96,151.85,7051600.0,0.0,0.0,0.18,150.68,1.8,7787866.67,0.0,0.0,1.0,10.0
2025-03-21 00:00:00-04:00,150.79,152.96,149.26,151.36,17620200.0,0.0,0.0,-0.32,151.6,0.24,10527100.0,0.0,1.0,1.0,10.0
2025-03-24 00:00:00-04:00,155.45,155.71,153.15,153.99,7848300.0,0.0,0.0,1.73,152.4,1.4,10840033.33,0.0,0.0,1.0,9.0
2025-03-25 00:00:00-04:00,153.63,154.71,152.18,153.05,8521200.0,0.0,0.0,-0.61,152.8,1.33,11329900.0,0.0,1.0,2.0,10.0
2025-03-26 00:00:00-04:00,152.02,152.16,145.73,146.96,13210000.0,0.0,0.0,-3.98,151.33,3.82,9859833.33,0.0,1.0,2.0,7.0
2025-03-27 00:00:00-04:00,145.02,146.2,144.1,144.95,9148300.0,0.0,0.0,-1.37,148.32,4.22,10293166.67,0.0,1.0,3.0,5.0
2025-03-28 00:00:00-04:00,142.96,144.82,138.32,140.07,13144500.0,0.0,0.0,-3.37,143.99,3.54,11834266.67,0.0,1.0,3.0,5.0
2025-03-31 00:00:00-04:00,137.85,139.79,135.98,139.01,15509900.0,0.0,0.0,-0.75,141.34,3.17,12600900.0,0.0,1.0,3.0,6.0
2025-04-01 00:00:00-04:00,138.96,142.43,137.97,141.13,9518500.0,0.0,0.0,1.52,140.07,1.06,12724300.0,0.0,0.0,2.0,9.0
2025-04-02 00:00:00-04:00,139.06,147.05,139.06,145.03,11594400.0,0.0,0.0,2.76,141.73,3.05,12207600.0,0.0,0.0,1.0,7.0
2025-04-03 00:00:00-04:00,138.46,140.6,135.86,136.45,14433800.0,0.0,0.0,-5.92,140.87,4.3,11848900.0,0.0,1.0,1.0,7.0
2025-04-04 00:00:00-04:00,132.15,133.06,126.23,127.54,14986900.0,0.0,0.0,-6.53,136.34,8.75,13671700.0,0.0,1.0,2.0,7.0
2025-04-07 00:00:00-04:00,118.18,133.35,118.18,126.44,19482700.0,0.0,0.0,-0.87,130.14,5.49,16301133.33,0.0,1.0,3.0,6.0
2025-04-08 00:00:00-04:00,131.79,132.23,121.01,123.79,11950300.0,0.0,0.0,-2.09,125.92,1.93,15473300.0,0.0,1.0,3.0,7.0
2025-04-09 00:00:00-04:00,122.7,139.79,122.7,138.89,17762000.0,0.0,0.0,12.2,129.71,8.07,16398333.33,0.0,0.0,2.0,7.0
2025-04-10 00:00:00-04:00,136.36,136.36,128.99,133.07,12401600.0,0.5,0.0,-4.2,131.92,7.62,14037966.67,0.0,1.0,2.0,7.0
2025-04-11 00:00:00-04:00,131.83,132.72,128.57,132.07,10190200.0,0.0,0.0,-0.75,134.68,3.69,13451266.67,0.0,1.0,2.0,8.0
2025-04-14 00:00:00-04:00,136.51,136.51,132.59,134.35,8217700.0,0.0,0.0,1.73,133.16,1.15,10269833.33,0.0,0.0,2.0,9.0
2025-04-15 00:00:00-04:00,134.47,136.19,133.44,133.66,8630000.0,0.0,0.0,-0.52,133.36,1.17,9012633.33,0.0,1.0,2.0,10.0
2025-04-16 00:00:00-04:00,132.0,132.26,127.58,129.48,8295200.0,0.0,0.0,-3.12,132.5,2.63,8380966.67,0.0,1.0,2.0,9.0
2025-04-17 00:00:00-04:00,130.62,131.02,128.17,128.35,8925500.0,0.0,0.0,-0.88,130.5,2.8,8616900.0,0.0,1.0,3.0,8.0
2025-04-21 00:00:00-04:00,126.62,126.93,120.98,122.56,12201200.0,0.0,0.0,-4.51,126.8,3.71,9807300.0,0.0,1.0,3.0,5.0
2025-04-22 00:00:00-04:00,124.24,127.72,123.13,126.97,11233700.0,0.0,0.0,3.6,125.96,3.02,10786800.0,0.0,0.0,2.0,7.0
2025-04-23 00:00:00-04:00,134.62,135.58,130.71,131.12,9528900.0,0.0,0.0,3.27,126.88,4.28,10987933.33,0.0,0.0,1.0,7.0
2025-04-24 00:00:00-04:00,132.23,137.57,131.72,137.22,7305900.0,0.0,0.0,4.65,131.77,5.15,9356166.67,0.0,0.0,0.0,7.0
2025-04-25 00:00:00-04:00,137.2,138.71,136.47,138.2,5476400.0,0.0,0.0,0.71,135.51,3.83,7437066.67,0.0,0.0,0.0,8.0
2025-04-28 00:00:00-04:00,139.35,140.37,137.79,139.84,6985100.0,0.0,0.0,1.19,138.42,1.33,6589133.33,0.0,0.0,0.0,9.0
2025-04-29 00:00:00-04:00,139.51,140.86,139.25,140.49,4851500.0,0.0,0.0,0.46,139.51,1.18,5771000.0,0.0,0.0,0.0,10.0
2025-04-30 00:00:00-04:00,138.19,141.0,135.28,140.42,9443500.0,0.0,0.0,-0.05,140.25,0.36,7093366.67,0.0,1.0,1.0,10.0
2025-05-01 00:00:00-04:00,146.25,148.32,145.03,145.18,11525800.0,0.0,0.0,3.39,142.03,2.73,8606933.33,0.0,0.0,1.0,9.0
2025-05-02 00:00:00-04:00,148.02,152.74,148.02,150.41,11346000.0,0.0,0.0,3.6,145.34,5.0,10771766.67,0.0,0.0,1.0,7.0
2025-05-05 00:00:00-04:00,149.12,150.5,148.21,148.97,5187400.0,0.0,0.0,-0.96,148.19,2.7,9353066.67,0.0,1.0,1.0,10.0
2025-05-06 00:00:00-04:00,146.67,148.62,145.41,147.39,5108600.0,0.0,0.0,-1.07,148.92,1.51,7214000.0,0.0,1.0,2.0,9.0
2025-05-07 00:00:00-04:00,147.19,149.58,146.93,149.05,6049600.0,0.0,0.0,1.13,148.47,0.94,5448533.33,0.0,0.0,2.0,9.0
2025-05-08 00:00:00-04:00,148.73,151.49,148.29,149.98,6113600.0,0.0,0.0,0.62,148.81,1.31,5757266.67,0.0,0.0,1.0,10.0
2025-05-09 00:00:00-04:00,149.72,151.48,149.47,150.02,4707100.0,0.0,0.0,0.03,149.69,0.55,5623433.33,0.0,0.0,0.0,10.0
2025-05-12 00:00:00-04:00,155.98,157.1,154.09,156.89,7875500.0,0.0,0.0,4.58,152.3,3.98,6232066.67,0.0,0.0,0.0,7.0
2025-05-13 00:00:00-04:00,157.88,162.87,157.24,161.93,11955200.0,0.0,0.0,3.21,156.28,5.98,8179266.67,0.0,0.0,0.0,7.0
2025-05-14 00:00:00-04:00,162.02,163.06,160.72,162.6,7499400.0,0.0,0.0,0.42,160.47,3.12,9110033.33,0.0,0.0,0.0,8.0
2025-05-15 00:00:00-04:00,161.02,161.4,158.57,159.06,10169200.0,0.0,0.0,-2.18,161.2,1.88,9874600.0,0.0,1.0,1.0,9.0
