Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Percent Change,Close_MA_3,Close_STD_3,Volume_MA_3,Volume_Spike,Down_Trend,Consecutive_Drops,Trust Score
2025-05-13 00:00:00-04:00,124.97,131.21,124.46,129.92,330430100.0,0.0,0.0,,,,,0.0,0.0,,10.0
2025-05-14 00:00:00-04:00,133.19,135.43,131.67,135.33,281180800.0,0.0,0.0,4.16,,,,0.0,0.0,,9.0
2025-05-15 00:00:00-04:00,134.28,136.29,132.65,134.82,226632600.0,0.0,0.0,-0.38,133.36,2.99,279414500.0,0.0,1.0,1.0,10.0
2025-05-16 00:00:00-04:00,136.21,136.34,133.45,135.39,226542500.0,0.0,0.0,0.42,135.18,0.31,244785300.0,0.0,0.0,1.0,10.0
2025-05-19 00:00:00-04:00,132.38,135.86,132.38,135.56,193154600.0,0.0,0.0,0.13,135.26,0.39,215443233.33,0.0,0.0,1.0,10.0
2025-05-20 00:00:00-04:00,134.28,134.57,132.61,134.37,161514200.0,0.0,0.0,-0.88,135.11,0.64,193737100.0,0.0,1.0,1.0,10.0
2025-05-21 00:00:00-04:00,133.05,137.39,130.58,131.79,270608700.0,0.0,0.0,-1.92,133.91,1.93,208425833.33,0.0,1.0,2.0,9.0
2025-05-22 00:00:00-04:00,132.22,134.24,131.54,132.82,187344000.0,0.0,0.0,0.78,132.99,1.3,206488966.67,0.0,0.0,2.0,10.0
2025-05-23 00:00:00-04:00,129.99,132.67,129.15,131.28,198821300.0,0.0,0.0,-1.16,131.96,0.78,218924666.67,0.0,1.0,2.0,9.0
2025-05-27 00:00:00-04:00,134.14,135.65,133.3,135.49,192953600.0,0.0,0.0,3.21,133.2,2.13,193039633.33,0.0,0.0,1.0,9.0
2025-05-28 00:00:00-04:00,136.02,137.24,134.78,134.8,304021100.0,0.0,0.0,-0.51,133.86,2.26,231932000.0,0.0,1.0,2.0,10.0
2025-05-29 00:00:00-04:00,142.24,143.48,137.9,139.18,369241900.0,0.0,0.0,3.25,136.49,2.35,288738866.67,0.0,0.0,1.0,9.0
2025-05-30 00:00:00-04:00,138.71,139.61,132.91,135.12,333170900.0,0.0,0.0,-2.92,136.37,2.44,335477966.67,0.0,1.0,2.0,9.0
2025-06-02 00:00:00-04:00,135.48,138.11,135.39,137.37,197663100.0,0.0,0.0,1.67,137.22,2.03,300025300.0,0.0,0.0,1.0,9.0
2025-06-03 00:00:00-04:00,138.77,141.99,137.94,141.21,225578800.0,0.0,0.0,2.8,137.9,3.08,252137600.0,0.0,0.0,1.0,7.0
